,0
19566,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist
19567,Nigeria says ceasefire agreed with Boko Haram
19568,Terror Leader Ahmed Abdi Godane Killed in U.S. Strike
19569,Dog found abandoned at Scottish train station with suitcase of belongings
19570,Weatherman caught peeing live on camera
19571,Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley
19572,Saudi Arabian cleric issues fatwa against snowmen
19573,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’
19574,"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe"
19575,"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun"
19576,Conflicting reports on alleged IS capture of Canadian woman
19577,Pentagon: ISIS Got U.S. Weapons Package
19578,ISIS Claims to Have Intercepted Supplies From U.S. Airdrop
19579,Comcast Says You Can Keep Your Tor
19580,"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says"
19581,GCPD Solved Stolen Batmobile Case?
19582,CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’
19583,An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years
19584,Michael Phelps’ alleged girlfriend says she was born intersex
19585,"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow"
19586,We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013
19587,Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’
19588,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?"
19589,Meteor Leaves 40-Foot Crater Near Managua's Airport
19590,Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid
19591,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off "
19592,REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11
19593,US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity
19594,Nujaifi Condemns / Daash / crime in Saqlawiyah and Alsiger areas of Anbar.
19595,Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats
19596,‘Banksy’ Instagram tribute to Charlie Hebdo victims not posted by artist
19597,Nun gives birth to surprise baby after complaining of stomach pains
19598,James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria
19599,Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax
19600,Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION)
19601,Here's video of a bird pooping on Vladimir Putin in the middle of a speech
19602,Insurgents killed in Nigeria despite alleged truce with Boko Haram
19603,Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons
19604,Meteorite 'caused mysterious boom in Nicaragua'
19605,Isis tells mother on rescue mission :’You’ve just eaten your son’
19606,"Luke Somers, American Hostage, Is Killed During Rescue Attempt in Yemen, U.S. Official Says"
19607,Ferguson riots: audio may have captured Michael Brown shooting
19608,This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy
19609,"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS"
19610,‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report
19611,Customer: I was fired for Comcast complaint
19612,ISIS Appears To Behead American Photojournalist In YouTube Video
19613,CNN Posts Alleged Audio of Michael Brown Shooting
19614,"Islamic State training pilots to fly MiG fighter planes, says monitoring group"
19615,"Web Portal publishes death of ""Dog Whisperer"""
19616,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings
19617,"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says"
19618,Jilted lover spends a week in KFC to try and get over her ex
19619,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border
19620,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease
19621,Missing Mexican students 'not found in mass grave'
19622,Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office
19623,Street Artist BANKSY Arrested? Again?
19624,Boko Haram ceasefire ignored as violence flares in Borno state
19625,Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash
19626,'There is no limit to their depravity' Islamic State FEED mother her own SON
19627,"Paradise is open to all, even dogs, Pope tells boy"
19628,"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax."
19629,A bunch of cool health features were cut from the Apple Watch at the last minute
19630,7 teen girls get pregnant on school trip Read more at http://www.wnd.com/2014/12/7-teen-girls-get-pregnant-on-school-trip/#F5filOd6yFpASPV9.99
19631,Zack Snyder Responds to Fake Stolen Batmobile Report
19632,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims"
19633,Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons
19634,"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female"
19635,British man pays $460 to save constipated goldfish's life
19636,Pentagon: ISIS Got U.S. Weapons Package
19637,"No, Robert Plant Didn’t Rip Up an $800 Million Contract"
19638,"Boko Haram agrees to ceasefire, release of school girls"
19639,Is Kim Jong Un's sister Kim Yo Jong in charge?
19640,'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg
19641,"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS"
19642,Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact
19643,Star Wars 7: JJ Abrams want to move release to summer 2015
19644,World's oldest burger
19645,Woman spends a week in KFC to get over her break up
19646,NEWS/ All Dogs Go to Heaven! Pope Francis Confirms Paradise Is Open to All of God's Creatures
19647,Rajasthan: Angry mob teaches rapist a lesson; chops penis off
19648,CNN Plays Alleged Recording of Michael Brown Shooting
19649,Parents are furious after seven girls aged 13-14 fall pregnant on a school trip
19650,Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border
19651,ISIS Claims To Have Captured US Airdrop Weapons
19652,HORROR: ISIS Fighters Have Reportedly Contracted Ebola
19653,"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000"
19654,Caught a catfish record in Po: 127 kg and 2.67 meters
19655,Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report
19656,Mexico checks if 43 missing students in mass grave
19657,Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure
19658,Judd Nelson isn't dead; report is a hoax
19659,New iOS 8 bug can delete all of your iCloud documents
19660,Tourist dubbed ‘Spider Man’ after spider burrows under skin for days
19661,Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains
19662,Christian Bale Won't Play Steve Jobs After All
19663,Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery
19664,7 Bosnian teens get pregnant on school trip
19665,"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor"
19666,"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man"
19667,Iraqi social-media rumors claim IS leader slain
19668,Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all'
19669,Sugarhill Gang Rapper Big Bank Hank Dies at 57
19670,‘Photo of slain IS leader’ reported to be doctored
19671,Meteor Leaves 40-Foot Crater Near Managua's Airport
19672,Nigeria says it has deal with Boko Haram to release kidnapped girls
19673,WHO says reports of suspected Ebola cases in Iraq are untrue
19674,"Audio captured at time of Michael Brown shooting, company says"
19675,Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards
19676,That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire
19677,Video messaging service verifies timing of CNN audio recording
19678,Italian catches huge wels catfish; is it a record?
19679,Another ISIS Massacre: ISIS Kills 300 Iraqi Soldiers With Chlorine Gas
19680,"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria"
19681,Meteorite strike in Nicaragua puzzles experts
19682,"Audio captured at time of Michael Brown shooting, company says"
19683,Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers
19684,'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate'
19685,Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia
19686,Priest who died for 48 minutes says he met God and she’s a woman
19687,"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey"
19688,Fake Fox News Website Reports Judd Nelson’s Death for Some Reason
19689,"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report"
19690,Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace
19691,ISIS cracks down on five confirmed Ebola cases among fighters: official
19692,South Korea: Kim Jong Un had ankle surgery to remove cyst
19693,Ottawa investigates reports that Isis has captured Canadian-Israeli woman
19694,Weatherman caught peeing live on camera
19695,Isis militants claim to have killed US journalist James Foley
19696,Big Bank Hank of The Sugarhill Gang is dead at 57
19697,"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female"
19698,Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked
19699,Low-level marijuana possession could soon land you a ticket instead of arrest in New York City
19700,Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant
19701,"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)"
19702,Isis claims to behead US journalist
19703,US officials: Video shows American's execution
19704,Oscar winner Christian Bale to play Steve Jobs in upcoming biopic
19705,Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau
19706,ISIL Beheads American Photojournalist in Iraq
19707,Video messaging service verifies timing of CNN audio recording
19708,Hospital: Man not being treated for Ebola in Kansas City
19709,"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS"
19710,Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved
19711,British rapper a suspect in ISIS beheading
19712,Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia
19713,Islamic State using 'SCORPION bombs' to terrorise victims
19714,Lebanon confirms holding ISIS chief’s kin
19715,"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED"
19716,A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City
19717,Chugging eggnog sends Utah man to hospital
19718,Report: NYPD to stop arresting people for minor marijuana offenses
19719,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals
19720,NET Extra: Back-from-the-dead Catholic priest claims God is a female...
19721,Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman
19722,Apple 'working on 12-inch MacBook Air'
19723,Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings
19724,KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG
19725,Audio recording allegedly captures moment Michael Brown was shot
19726,ISIS Appears To Behead American Photojournalist In YouTube Video
19727,"Amazon to launch first brick-and-mortar store, report says"
19728,"North Korea leader Kim is still in charge, has injured leg: source"
19729,"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others"
19730,GRAPHIC CONTENT: Girl sneers at man's tiny penis so he CHOPS IT OFF and bins it
19731,Iraqi media: ISIS militants have contracted Ebola
19732,Meteorite leaves crater in Nicaraguan capital Managua
19733,New policy could reduce marijuana possession arrests
19734,What Glenn Beck Fears May Be Done With the 11 Missing Jets
19735,Michael Brown shooting audio caught on tape?
19736,Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness
19737,The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim
19738,Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS
19739,"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker"
19740,Isis tells mother on rescue mission :’You’ve just eaten your son’
19741,Mexico Student Massacre Update: More Graves Discovered At Murder Site
19742,ISIS Reportedly Beheads American Photojournalist in Iraq
19743,ISIL video claims beheading of kidnapped journalist James Foley
19744,Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment
19745,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model"
19746,"No, there aren’t any Ebola cases in Iraq"
19747,Has Ebola infected Isis militants in Mosul?
19748,Would-be rapist has penis severed by angry mob
19749,The Arrest of the ISIS Leader's Wife and Son
